Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
Monday GoHighLevel Automation expert,925,5/6/2025 7:28pm,18 hrs ago,Maybe,,7,"The job matches your skills in GoHighLevel automation and is a fixed-price job, which you prefer. Payment is verified and the client has high spending and ratings, which aligns with your client preference. However, the job is located in Australia, which is not among your preferred locations. Consider if the strong job alignment compensates for the location preference.",Fixed,$100.00,https://www.upwork.com/jobs/~021919912218978011398,,,,,,
Open Ai Api integration specialist,924,5/6/2025 7:00pm,19 hrs ago,Yes,,9,"The job is located in the US, which is the top priority location. The client has payment verified and has spent $64K, indicating reliability. The overall rating is 4.32, which is reasonably high. The job is related to API integration which aligns with your experience in automation tools like Make.com. Despite being hourly, it fits most preferences well.",Hourly,$12.00,https://www.upwork.com/jobs/~021919905082038605924,,,,,,
Automate Receipt Uploads from Google Drive to QuickBooks,923,5/6/2025 6:58pm,19 hrs ago,Yes,,9,"This job is highly relevant to your expertise in business automation, specifically involving integration tools like Google Sheets. It is a fixed-price job located in the US, with verified payment and a high client rating of 4.98. The client has also spent a significant amount ($3K) previously, indicating reliability.",Fixed,$1.00,https://www.upwork.com/jobs/~021919904707002224862,,,,,,
"ClickUp Expert Needed to Streamline Client Onboarding, Handover, and Automation Workflows",922,5/6/2025 6:23pm,19 hrs ago,Maybe,,7,"The job involves ClickUp and automation, aligning with your skills. The client has a high rating (4.99) and significant spend ($87K), but is located in Australia, which is not a priority. The job is hourly, not fixed-price.",Hourly,$20.00,https://www.upwork.com/jobs/~021919895741241386973,,,,,,
Company Contacts,921,5/6/2025 5:51pm,20 hrs ago,No,,4,"The job is related to lead generation and data scraping, which may not fully align with the user's expertise in business automation. Although it is a fixed-price job located in the US, the budget of $100 and only $790 spent by the client may not be ideal. However, the client's 5.0 rating is positive.",Fixed,$100.00,https://www.upwork.com/jobs/~021919887698491330782,,,,,,
Zapier Email Parser Expert Needed,920,5/6/2025 5:49pm,20 hrs ago,Maybe,,7,"The job is located in the US, which is a top priority location. The payment is verified with a high total amount spent by the client ($193K) and a high client rating (4.9). However, the job is hourly, which is less preferred, and it focuses on Zapier, while the user's expertise is in Make.com, n8n, etc. It is related to automation, which aligns with the user's skills.",Hourly,$20.00,https://www.upwork.com/jobs/~021919887232541905118,,,,,,
Go High Level Expert Needed to Build Multi-Tier CRM Architecture,919,5/6/2025 5:46pm,20 hrs ago,Yes,,9,"The job is highly relevant as it involves Go High Level (GHL), a key skill of the user. It is based in the US, aligning with the user's top location preference. The client has a high rating of 4.99 and a significant amount spent ($11K), indicating reliability. Although it's hourly rather than fixed-price, all other factors strongly align with the user's priorities.",Hourly,$10.00,https://www.upwork.com/jobs/~021919886545865726052,,,,,,
"Freelance Work with Zapier, Salesforce and Wordpress",918,5/6/2025 5:33pm,20 hrs ago,Maybe,,6,"The job is located in the US, which is a top priority, and has verified payment with a high rating (4.95) and a moderate amount spent ($2K). However, the job focuses on Zapier and Salesforce, which are not part of the client's key skills, and it's an hourly job, which is less preferred.",Hourly,$10.00,https://www.upwork.com/jobs/~021919883168403354093,,,,,,
HubSpot CMS Content Editor,917,5/6/2025 5:30pm,20 hrs ago,No,,3,"The job is focused on HubSpot CMS and content editing, which doesn’t align with the user's expertise in business automation. Although the job is located in the US, has payment verified, and the client has a high rating with a significant amount spent, the nature of the work itself is not relevant to the user's skill set.",Hourly,$14.00,https://www.upwork.com/jobs/~021919882397501937764,,,,,,
GoHighLevel Expert - CRM Automations and Integrations,916,5/6/2025 5:29pm,20 hrs ago,Yes,,9,"This job is highly suitable as it involves expertise in GoHighLevel and automations, matching the user's skills. The client is based in the US, they have verified payment with a significant amount spent ($27K), and a high client rating (4.99). The job is hourly, which is acceptable, but everything else aligns well with preferences.",Hourly,$10.00,https://www.upwork.com/jobs/~021919882226713872646,,,,,,
Make Scenario Build – ClickUp + Calendly Automation,915,5/6/2025 5:25pm,20 hrs ago,Maybe,,7,"The job aligns well with your expertise in Make and ClickUp, and it involves business automation. The client has a high rating of 4.97 and payment is verified with $3K spent, indicating reliability. However, the location is in Canada, which isn't a priority location, and the job is hourly, not fixed-price.",Hourly,$10.00,https://www.upwork.com/jobs/~021919881107573102692,,,,,,
Looking for a superstar Automations Specialist,914,5/6/2025 5:05pm,21 hrs ago,Maybe,,6,"The job is well-aligned with your skills in business automation. It has verified payment, a high client rating of 4.94, and $23K spent, which are positive indicators. However, the job is located in Canada, which is not your top preferred location. It's also an hourly job when you prefer fixed-price but are open to hourly jobs.",Hourly,$25.00,https://www.upwork.com/jobs/~021919876050970331398,,,,,,
"Technical Marketer - help set up CRM, email campaigns, etc.",913,5/6/2025 4:55pm,21 hrs ago,Yes,,9,"The job is located in the US, which is a top priority. The client has payment verified and a high amount spent, indicating reliability. The job is related to CRM and workflow setup, aligning with your skills in business automation. Although it is hourly, the location and requirements are a strong fit, despite the client's rating being slightly below preferred.",Hourly,$10.00,,,,,,,
HubSpot Workflow &amp; Ads Execution Expert,912,5/6/2025 4:47pm,21 hrs ago,Maybe,,7,"The job is located in the US, which is a top priority for the user. Although it is an hourly job, the user is open to such opportunities. The client's payment is verified, with a high amount spent ($74K), and they have a strong rating of 4.78. However, the job is focused on HubSpot workflows and integrations rather than the specific automation platforms the user is skilled in, like Make.com or n8n.",Hourly,$25.00,https://www.upwork.com/jobs/~021919871625767407838,,,,,,
Lead List Builder,911,5/6/2025 4:46pm,21 hrs ago,No,,4,"The job is located in the US with payment verified and a high client rating, but it is not related to business automation, which is the user's expertise and priority. It is an hourly job focused on lead list building, which may not align with the user's skills in automation platforms.",Hourly,$10.00,https://www.upwork.com/jobs/~021919871194915918046,,,,,,
Typeform and OnceHub Integration,910,5/6/2025 4:43pm,21 hrs ago,Yes,,9,"The job is located in the US, payment is verified, and the client has spent a high amount ($33K) with a good rating (4.7). It involves automation, aligning with the user's expertise, although it's hourly and not fixed-price.",Hourly,$30.00,https://www.upwork.com/jobs/~021919870535523485958,,,,,,
AI Agent developer,909,5/6/2025 4:35pm,21 hrs ago,Maybe,,6,"While the job is located in the US, has payment verified, and has a high client rating, it primarily focuses on AI development, which may not fully align with your expertise in business automation tools like Make.com, n8n, etc. However, your skills in automating workflows could still be relevant, hence a 'Maybe' recommendation.",Hourly,$15.00,https://www.upwork.com/jobs/~021919868544151832838,,,,,,
Google Form that creates a Google Sheet that is printable,908,5/6/2025 4:07pm,22 hrs ago,Yes,,9,"The job is located in the US, has payment verified with a significant amount spent ($16K), and a high client rating (4.98). It involves Google Sheets, which aligns with your skills in business automation. The only downside is that it's hourly, but other factors strongly support the recommendation.",Hourly,$10.00,https://www.upwork.com/jobs/~021919861532543930590,,,,,,
Airtable Low-Code Full Stack Developer Needed for Multiple Projects,907,5/6/2025 4:03pm,22 hrs ago,Yes,,9,"The job is located in the US, which is the user's top priority. The payment is verified with a high amount spent ($287K), indicating a reliable client. The client has a high rating of 4.9 out of 5, meeting the user's preference for high-rated clients. The job is business automation-related, requiring Airtable expertise, which aligns with the user's skills. Although the position is hourly, the client's reliability and alignment with skills make it strongly recommended.",Hourly,$15.00,https://www.upwork.com/jobs/~021919860545068845318,,,,,,
B2B Growth Marketer Needed for HubSpot and Cold Email Campaigns,906,5/6/2025 3:59pm,22 hrs ago,No,,5,"The job is located in the US and has payment verified with a high amount spent ($121K) and high client ratings (4.66), which are positive factors. However, the job focus is on B2B marketing using HubSpot and email campaigns, which is not directly aligned with your expertise in business automation tools like Make.com, n8n, ClickUp, Airtable, GoHighLevel (GHL), and Google Sheets. Since your preference is for business automation-related jobs, this job may not be suitable for you.",Hourly,$20.00,https://www.upwork.com/jobs/~021919859470862259038,,,,,,
